TimestampMarket,TotalEquity,TotalContributions,IncomeValue,SwingEquity,SwingCash,SwingMarketValue,TaxReserve,IncomeWeight,TargetIncomeWeight,OpenPositions,PendingEntries,ActiveRisk
2025-01-02T09:30:00-05:00,1296.67365193,1300.00000000,160.77213243,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1239881231,0.1250000000,0,0,0.00000000
2025-01-02T09:45:00-05:00,1297.80841868,1300.00000000,161.90689919,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1247540830,0.1250000000,0,0,0.00000000
2025-01-02T10:00:00-05:00,1298.01146088,1300.00000000,162.10994138,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1248909939,0.1250000000,0,0,0.00000000
2025-01-02T10:15:00-05:00,1297.24103531,1300.00000000,161.33951581,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1243712706,0.1250000000,0,0,0.00000000
2025-01-02T10:30:00-05:00,1297.04407222,1300.00000000,161.14255272,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1242383017,0.1250000000,0,0,0.00000000
2025-01-02T10:45:00-05:00,1297.40314484,1300.00000000,161.50162535,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1244806797,0.1250000000,0,0,0.00000000
2025-01-02T11:00:00-05:00,1297.12066898,1300.00000000,161.21914948,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1242900166,0.1250000000,0,0,0.00000000
2025-01-02T11:15:00-05:00,1297.54499069,1300.00000000,161.64347119,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1245763903,0.1250000000,0,0,0.00000000
2025-01-02T11:30:00-05:00,1297.56525438,1300.00000000,161.66373488,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1245900615,0.1250000000,0,0,0.00000000
2025-01-02T11:45:00-05:00,1297.72331118,1300.00000000,161.82179168,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1246966825,0.1250000000,0,0,0.00000000
2025-01-02T12:00:00-05:00,1297.84894607,1300.00000000,161.94742657,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1247814139,0.1250000000,0,0,0.00000000
2025-01-02T12:15:00-05:00,1296.71417931,1300.00000000,160.81265982,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1240155019,0.1250000000,0,0,0.00000000
2025-01-02T12:30:00-05:00,1295.82257686,1300.00000000,159.92105737,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1234127729,0.1250000000,0,0,0.00000000
2025-01-02T12:45:00-05:00,1295.96077524,1300.00000000,160.05925575,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1235062502,0.1250000000,0,0,0.00000000
2025-01-02T13:00:00-05:00,1295.60575536,1300.00000000,159.70423586,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1232660747,0.1250000000,0,0,0.00000000
2025-01-02T13:15:00-05:00,1295.70788437,1300.00000000,159.80636487,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1233351798,0.1250000000,0,0,0.00000000
2025-01-02T13:30:00-05:00,1295.86310425,1300.00000000,159.96158475,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1234401876,0.1250000000,0,0,0.00000000
2025-01-02T13:45:00-05:00,1295.53888518,1300.00000000,159.63736568,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1232208215,0.1250000000,0,0,0.00000000
2025-01-02T14:00:00-05:00,1295.94415902,1300.00000000,160.04263952,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1234950120,0.1250000000,0,0,0.00000000
2025-01-02T14:15:00-05:00,1296.25946206,1300.00000000,160.35794257,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1237082137,0.1250000000,0,0,0.00000000
2025-01-02T14:30:00-05:00,1296.08600486,1300.00000000,160.18448536,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1235909382,0.1250000000,0,0,0.00000000
2025-01-02T14:45:00-05:00,1295.98468640,1300.00000000,160.08316690,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1235224217,0.1250000000,0,0,0.00000000
2025-01-02T15:00:00-05:00,1296.71417931,1300.00000000,160.81265982,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1240155019,0.1250000000,0,0,0.00000000
2025-01-02T15:15:00-05:00,1296.57395456,1300.00000000,160.67243507,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1239207640,0.1250000000,0,0,0.00000000
2025-01-02T15:30:00-05:00,1296.47060974,1300.00000000,160.56909024,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1238509296,0.1250000000,0,0,0.00000000
2025-01-02T15:45:00-05:00,1296.61286085,1300.00000000,160.71134136,1135.90151950,1135.90151950,0.00000000,0.00000000,0.1239470517,0.1250000000,0,0,0.00000000
2025-01-03T09:30:00-05:00,1299.50394664,1300.00000000,162.39322779,1137.11071884,1137.11071884,0.00000000,0.00000000,0.1249655518,0.1250000000,0,0,0.00000000
2025-01-03T09:45:00-05:00,1299.30049917,1300.00000000,162.18978033,1137.11071884,1137.11071884,0.00000000,0.00000000,0.1248285369,0.1250000000,0,0,0.00000000
2025-01-03T10:00:00-05:00,1299.21296002,1300.00000000,162.10224118,1137.11071884,1137.11071884,0.00000000,0.00000000,0.1247695691,0.1250000000,0,0,0.00000000
2025-01-03T10:15:00-05:00,1299.13920018,1300.00000000,162.02848134,1137.11071884,1137.11071884,0.00000000,0.00000000,0.1247198771,0.1250000000,0,0,0.00000000
