Symbol,EntryTimestampMarket,ExitTimestampMarket,Shares,EntryPrice,ExitPrice,PnL,TaxReserved,ExitReason,ResultR
PLTR,2024-08-07T10:30:00-04:00,2024-08-07T14:15:00-04:00,1,27.77081250,26.74152657,-1.02928593,-0.38083579,ATR_STOP,-1.01988794
FLNA,2024-08-07T15:15:00-04:00,2024-08-08T09:45:00-04:00,24,28.43160772,25.67331643,-66.19899116,-24.49362673,ATR_STOP,-1.00703515
ASTS,2024-08-08T11:15:00-04:00,2024-08-09T09:30:00-04:00,1,20.63546500,22.81287750,2.17741250,0.80564262,TARGET_GAP,1.99292187
PLTR,2024-08-08T10:30:00-04:00,2024-08-09T11:00:00-04:00,26,27.91592125,29.89047232,51.33832776,18.99518127,ATR_TARGET,1.97753146
VSXY,2024-08-08T10:00:00-04:00,2024-08-09T15:45:00-04:00,45,19.00424250,19.70565635,31.56362343,11.67854067,ATR_STOP,1.19761353
LUMN,2024-08-14T09:45:00-04:00,2024-08-14T11:30:00-04:00,178,5.07380250,5.64600184,101.85148294,37.68504869,ATR_TARGET,1.98529699
ADMA,2024-08-14T11:45:00-04:00,2024-08-14T12:30:00-04:00,53,17.81335000,17.39330504,-22.26238307,-8.23708174,ATR_STOP,-1.03207637
CCJ,2024-08-14T09:45:00-04:00,2024-08-15T11:00:00-04:00,19,39.77480875,41.04064221,24.05083565,8.89880919,ATR_TARGET,1.95248696
BTE,2024-08-14T09:45:00-04:00,2024-08-15T11:00:00-04:00,1,3.53274758,3.65184262,0.11909505,0.04406517,ATR_TARGET,1.95500611
LUMN,2024-08-14T15:15:00-04:00,2024-08-16T09:30:00-04:00,163,5.74940882,5.39595000,-57.61378847,-21.31710174,STOP_GAP,-1.10800133
BTE,2024-08-15T11:15:00-04:00,2024-08-16T09:30:00-04:00,212,3.65273750,3.55733000,-20.22639000,-7.48376430,STOP_GAP,-1.52186598
EOSE,2024-08-15T10:15:00-04:00,2024-08-16T09:30:00-04:00,1,1.82136500,1.95023237,0.12886737,0.04768093,ATR_TARGET,1.97753765
