TimestampMarket,EventType,ExternalContribution,TargetIncomeWeight,Action,BeforeIncomeWeight,AfterIncomeWeight,QDTEMarketValueTraded,RealizedPnL,TaxReserved
2025-01-02T09:30:00-05:00,INITIAL_REBALANCE,1443.34000000,0.1250000000,SELL,0.9962974835,0.1250000000,1256.75734074,-1.88513601,0.00000000
2025-01-16T09:30:00-05:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,WITHIN_TOLERANCE,0.1236284808,0.1236284808,0.00000000,0.00000000,0.00000000
2025-01-23T09:30:00-05:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,WITHIN_TOLERANCE,0.1230285240,0.1230285240,0.00000000,0.00000000,0.00000000
2025-01-30T09:30:00-05:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,SELL,0.1278551392,0.1250000000,3.99953185,-0.03013517,0.00000000
2025-02-06T09:30:00-05:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1088173272,0.1250000000,26.15299597,0.00000000,0.00000000
2025-02-13T09:30:00-05:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,SELL,0.1297017349,0.1250000000,7.32802468,-0.01690156,0.00000000
2025-02-20T09:30:00-05:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1213470272,0.1250000000,5.91502630,0.00000000,0.00000000
2025-02-27T09:30:00-05:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1169855593,0.1250000000,13.31300525,0.00000000,0.00000000
2025-03-06T09:30:00-05:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1166383253,0.1250000000,14.15924696,0.00000000,0.00000000
2025-03-13T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1168439507,0.1250000000,14.20967053,0.00000000,0.00000000
2025-03-20T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,WITHIN_TOLERANCE,0.1242899034,0.1242899034,0.00000000,0.00000000,0.00000000
2025-03-27T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,WITHIN_TOLERANCE,0.1267089701,0.1267089701,0.00000000,0.00000000,0.00000000
2025-04-03T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1166555697,0.1250000000,14.65901739,0.00000000,0.00000000
2025-04-10T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1170208300,0.1250000000,13.90449993,0.00000000,0.00000000
2025-04-17T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,SELL,0.1295292495,0.1250000000,7.49999746,-1.99391053,0.00000000
2025-04-24T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,SELL,0.1298585813,0.1250000000,7.88399826,-1.91926747,0.00000000
2025-05-01T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,SELL,0.1357478445,0.1250000000,16.66490792,-3.30463089,0.00000000
2025-05-08T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,WITHIN_TOLERANCE,0.1256648670,0.1256648670,0.00000000,0.00000000,0.00000000
2025-05-15T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,SELL,0.1330032131,0.1250000000,12.37575310,-1.59989781,0.00000000
2025-05-22T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1184985841,0.1250000000,10.46028529,0.00000000,0.00000000
2025-05-29T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,WITHIN_TOLERANCE,0.1268898479,0.1268898479,0.00000000,0.00000000,0.00000000
2025-06-05T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,SELL,0.1340831536,0.1250000000,13.94180093,-1.55495350,0.00000000
2025-06-12T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,PARTIAL_BUY,0.1127304991,0.1137743157,1.77672474,0.00000000,0.00000000
2025-06-26T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,DEFERRED_BUY,0.1036597410,0.1036597410,0.00000000,0.00000000,0.00000000
2025-07-03T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,PARTIAL_BUY,0.1010496068,0.1037309563,5.25494995,0.00000000,0.00000000
2025-07-10T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,PARTIAL_BUY,0.1045037172,0.1050167854,0.99949485,0.00000000,0.00000000
2025-07-17T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,DEFERRED_BUY,0.1106591887,0.1106591887,0.00000000,0.00000000,0.00000000
2025-07-24T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,DEFERRED_BUY,0.1036913219,0.1036913219,0.00000000,0.00000000,0.00000000
2025-07-31T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1077111988,0.1250000000,33.34789169,0.00000000,0.00000000
2025-08-07T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1218777524,0.1250000000,6.08196444,0.00000000,0.00000000
2025-08-14T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,BUY,0.1137273474,0.1250000000,24.23058002,0.00000000,0.00000000
2025-08-21T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,DEFERRED_BUY,0.1182420304,0.1182420304,0.00000000,0.00000000,0.00000000
2025-08-28T09:30:00-04:00,THURSDAY_WEEKLY_REBALANCE,0.00000000,0.1250000000,DEFERRED_BUY,0.1198651661,0.1198651661,0.00000000,0.00000000,0.00000000
