TimestampMarket,TotalEquity,TotalContributions,IncomeValue,SwingEquity,SwingCash,SwingMarketValue,TaxReserve,IncomeWeight,TargetIncomeWeight,OpenPositions,PendingEntries,ActiveRisk
2026-07-13T15:30:00-04:00,16514.51137127,1300.00000000,1393.42006984,15121.09130144,0.31070838,9695.06120000,5425.71939305,0.1256602227,0.1250000000,2,0,327.81865039
2026-07-13T15:45:00-04:00,16425.26722632,1300.00000000,1394.39712488,15030.87010144,0.31070838,9604.84000000,5425.71939305,0.1267685859,0.1250000000,2,1,327.81865039
2026-07-14T09:30:00-04:00,16316.74725903,1300.00000000,1407.65715760,14909.09010144,0.31070838,9483.06000000,5425.71939305,0.1292492476,0.1250000000,2,1,327.81865039
2026-07-14T09:45:00-04:00,16270.87608411,1300.00000000,1409.28558267,14861.59050144,0.31070838,9435.56040000,5425.71939305,0.1299460785,0.1250000000,2,1,327.81865039
2026-07-14T10:00:00-04:00,16228.33777674,1300.00000000,1404.16767530,14824.17010144,0.31070838,9398.14000000,5425.71939305,0.1299840118,0.1250000000,2,1,327.81865039
2026-07-14T10:15:00-04:00,16304.34620181,1300.00000000,1405.79610037,14898.55010144,0.31070838,9472.52000000,5425.71939305,0.1292255103,0.1250000000,2,0,327.81865039
2026-07-14T10:30:00-04:00,16295.72725903,1300.00000000,1407.65715760,14888.07010144,0.31070838,9462.04000000,5425.71939305,0.1294991848,0.1250000000,2,0,327.81865039
2026-07-14T10:45:00-04:00,16239.49074841,1300.00000000,1409.75084698,14829.73990144,0.31070838,9403.70980000,5425.71939305,0.1303662525,0.1250000000,2,1,327.13163433
2026-07-14T11:00:00-04:00,16168.30606994,1300.00000000,1412.07716850,14756.22890144,0.31070838,9330.19880000,5425.71939305,0.1314466628,0.1250000000,2,0,327.13163433
2026-07-14T11:15:00-04:00,16206.99304004,1300.00000000,1413.01234976,14793.98069028,23.85958438,9343.90000000,5426.22110589,0.1310678269,0.1250000000,1,1,327.13163433
2026-07-14T11:30:00-04:00,16327.34879060,1300.00000000,1411.84453635,14915.50425425,0.72754836,9488.55560000,5426.22110589,0.1295136226,0.1250000000,2,0,328.16645747
2026-07-14T11:45:00-04:00,16357.57123338,1300.00000000,1409.98347913,14947.58775425,0.72754836,9520.63910000,5426.22110589,0.1289853003,0.1250000000,2,0,328.16645747
2026-07-14T12:00:00-04:00,16372.99167261,1300.00000000,1408.82031836,14964.17135425,0.72754836,9537.22270000,5426.22110589,0.1286973459,0.1250000000,2,0,328.16645747
2026-07-14T12:15:00-04:00,16362.84827038,1300.00000000,1410.04861613,14952.79965425,0.72754836,9525.85100000,5426.22110589,0.1289290194,0.1250000000,2,0,328.16645747
2026-07-14T12:30:00-04:00,16311.72443246,1300.00000000,1411.74217820,14899.98225425,0.72754836,9473.03360000,5426.22110589,0.1296901150,0.1250000000,2,0,328.16645747
2026-07-14T12:45:00-04:00,16410.39065491,1300.00000000,1412.30980066,14998.08085425,0.72754836,9571.13220000,5426.22110589,0.1285768391,0.1250000000,2,0,328.16645747
2026-07-14T13:00:00-04:00,16418.50038706,1300.00000000,1412.54243281,15005.95795425,0.72754836,9579.00930000,5426.22110589,0.1285031427,0.1250000000,2,0,328.16645747
2026-07-14T13:15:00-04:00,16413.80918352,1300.00000000,1413.24032927,15000.56885425,0.72754836,9573.62020000,5426.22110589,0.1286215245,0.1250000000,2,0,328.16645747
2026-07-14T13:30:00-04:00,16424.05235137,1300.00000000,1413.00769712,15011.04465425,0.72754836,9584.09600000,5426.22110589,0.1284805764,0.1250000000,2,0,328.16645747
