TimestampMarket,TotalEquity,TotalContributions,IncomeValue,SwingEquity,SwingCash,SwingMarketValue,TaxReserve,IncomeWeight,TargetIncomeWeight,OpenPositions,PendingEntries,ActiveRisk
2025-11-12T12:30:00-05:00,10621.66324503,1443.34000000,790.74487053,9830.91837450,8.26649352,6516.36000000,3306.29188098,0.1080936061,0.1250000000,3,0,156.78578906
2025-11-12T12:45:00-05:00,10625.46618222,1443.34000000,790.84280772,9834.62337450,8.26649352,6520.06500000,3306.29188098,0.1080508231,0.1250000000,3,0,156.78578906
2025-11-12T13:00:00-05:00,10633.29988995,1443.34000000,790.73151546,9842.56837450,8.26649352,6528.01000000,3306.29188098,0.1079201107,0.1250000000,3,1,156.78578906
2025-11-12T13:15:00-05:00,10604.87243597,1443.34000000,790.84280772,9814.02962825,3.26774727,6504.47000000,3306.29188098,0.1083557004,0.1250000000,4,0,156.96757792
2025-11-12T13:30:00-05:00,10613.96640501,1443.34000000,791.28797676,9822.67842825,3.26774727,6513.11880000,3306.29188098,0.1082817761,0.1250000000,4,0,156.96757792
2025-11-12T13:45:00-05:00,10597.24181200,1443.34000000,791.50388375,9805.73792825,3.26774727,6496.17830000,3306.29188098,0.1085597750,0.1250000000,4,1,156.96757792
2025-11-12T14:00:00-05:00,10601.76493597,1443.34000000,790.84280772,9810.92212825,3.26774727,6501.36250000,3306.29188098,0.1084018544,0.1250000000,4,0,156.96757792
2025-11-12T14:15:00-05:00,10597.09048240,1443.34000000,790.17505415,9806.91542825,3.26774727,6497.35580000,3306.29188098,0.1083797671,0.1250000000,4,0,156.96757792
2025-11-12T14:30:00-05:00,10588.13355918,1443.34000000,790.50893093,9797.62462825,3.26774727,6488.06500000,3306.29188098,0.1085589286,0.1250000000,4,0,156.96757792
2025-11-12T14:45:00-05:00,10603.21915918,1443.34000000,790.50893093,9812.71022825,3.26774727,6503.15060000,3306.29188098,0.1083344949,0.1250000000,4,0,156.96757792
2025-11-12T15:00:00-05:00,10587.25951335,1443.34000000,789.72988511,9797.52962825,3.26774727,6487.97000000,3306.29188098,0.1084649630,0.1250000000,4,1,156.96757792
2025-11-12T15:15:00-05:00,10619.38772049,1443.34000000,791.06539224,9828.32232825,3.26774727,6518.76270000,3306.29188098,0.1081710687,0.1250000000,4,2,156.96757792
2025-11-12T15:30:00-05:00,10623.21798426,1443.34000000,791.84888976,9831.36909450,0.04620448,6524.97760000,3306.34529002,0.1082223134,0.1250000000,4,2,157.60374148
2025-11-12T15:45:00-05:00,10643.58984031,1443.34000000,791.73314581,9851.85669450,0.04620448,6545.46520000,3306.34529002,0.1079060593,0.1250000000,4,2,157.60374148
2025-11-13T09:30:00-05:00,10512.64846407,1443.34000000,777.71032090,9734.93814317,21.52737537,6407.37400000,3306.03676780,0.1079162238,0.1250000000,2,1,156.78578906
2025-11-13T09:45:00-05:00,10485.62673041,1443.34000000,779.60228934,9706.02444107,462.80631688,5941.44000000,3301.77812419,0.1085215366,0.1250000000,2,0,146.42196034
2025-11-13T10:00:00-05:00,10519.32336076,1443.34000000,780.60391969,9738.71944107,462.80631688,5974.13500000,3301.77812419,0.1081536581,0.1250000000,2,1,146.42196034
2025-11-13T10:15:00-05:00,10395.24511887,1443.34000000,779.15712030,9616.08799857,214.02987438,6100.28000000,3301.77812419,0.1098415092,0.1250000000,3,1,153.09401831
2025-11-13T10:30:00-05:00,10369.13788507,1443.34000000,777.04256734,9592.09531774,6119.22142971,229.12590000,3243.74798803,0.1090526383,0.1250000000,2,0,7.45118906
2025-11-13T10:45:00-05:00,10371.38612527,1443.34000000,775.83170753,9595.55441774,6119.22142971,232.58500000,3243.74798803,0.1088483580,0.1250000000,2,0,7.45118906
2025-11-13T11:00:00-05:00,10372.91472918,1443.34000000,775.31531144,9597.59941774,6119.22142971,234.63000000,3243.74798803,0.1087525849,0.1250000000,2,0,7.45118906
2025-11-13T11:15:00-05:00,10371.84422437,1443.34000000,775.03930663,9596.80491774,6119.22142971,233.83550000,3243.74798803,0.1087301968,0.1250000000,2,0,7.45118906
2025-11-13T11:30:00-05:00,10370.41450950,1443.34000000,773.81509176,9596.59941774,6119.22142971,233.63000000,3243.74798803,0.1085802302,0.1250000000,2,0,7.45118906
2025-11-13T11:45:00-05:00,10370.99855533,1443.34000000,774.59413759,9596.40441774,6119.22142971,233.43500000,3243.74798803,0.1086806378,0.1250000000,2,0,7.45118906
2025-11-13T12:00:00-05:00,10369.34821724,1443.34000000,773.70379950,9595.64441774,6119.22142971,232.67500000,3243.74798803,0.1085808598,0.1250000000,2,0,7.45118906
2025-11-13T12:15:00-05:00,10372.51647794,1443.34000000,775.70706020,9596.80941774,6119.22142971,233.84000000,3243.74798803,0.1088136136,0.1250000000,2,0,7.45118906
2025-11-13T12:30:00-05:00,10371.17855533,1443.34000000,774.59413759,9596.58441774,6119.22142971,233.61500000,3243.74798803,0.1086778931,0.1250000000,2,0,7.45118906
2025-11-13T12:45:00-05:00,10369.41287915,1443.34000000,772.81346141,9596.59941774,6119.22142971,233.63000000,3243.74798803,0.1084549264,0.1250000000,2,0,7.45118906
2025-11-13T13:00:00-05:00,10372.31192498,1443.34000000,773.59250724,9598.71941774,6119.22142971,235.75000000,3243.74798803,0.1085201050,0.1250000000,2,0,7.45118906
2025-11-13T13:15:00-05:00,10367.18220297,1443.34000000,771.03278523,9596.14941774,6119.22142971,233.18000000,3243.74798803,0.1082389143,0.1250000000,2,0,7.45118906
2025-11-13T13:30:00-05:00,10363.15444940,1443.34000000,770.36503167,9592.78941774,6119.22142971,229.82000000,3243.74798803,0.1082063562,0.1250000000,2,0,7.45118906
2025-11-13T13:45:00-05:00,10363.28074166,1443.34000000,770.47632393,9592.80441774,6119.22142971,229.83500000,3243.74798803,0.1082200687,0.1250000000,2,0,7.45118906
2025-11-13T14:00:00-05:00,10358.62842679,1443.34000000,769.25210905,9589.37631774,6119.22142971,226.40690000,3243.74798803,0.1081187682,0.1250000000,2,0,7.45118906
2025-11-13T14:15:00-05:00,10363.90512558,1443.34000000,772.14570784,9591.75941774,6119.22142971,228.79000000,3243.74798803,0.1084450375,0.1250000000,2,0,7.45118906
2025-11-13T14:30:00-05:00,10365.07237202,1443.34000000,771.47795428,9593.59441774,6119.22142971,230.62500000,3243.74798803,0.1083334943,0.1250000000,2,0,7.45118906
2025-11-13T14:45:00-05:00,10360.81574166,1443.34000000,770.47632393,9590.33941774,6119.22142971,227.37000000,3243.74798803,0.1082575508,0.1250000000,2,0,7.45118906
2025-11-13T15:00:00-05:00,10361.14091071,1443.34000000,770.92149297,9590.21941774,6119.22142971,227.25000000,3243.74798803,0.1083151515,0.1250000000,2,0,7.45118906
2025-11-13T15:15:00-05:00,10361.58473686,1443.34000000,770.20031912,9591.38441774,6119.22142971,228.41500000,3243.74798803,0.1082070784,0.1250000000,2,0,7.45118906
2025-11-13T15:30:00-05:00,10363.56012558,1443.34000000,772.14570784,9591.41441774,6119.22142971,228.44500000,3243.74798803,0.1084502924,0.1250000000,2,0,7.45118906
2025-11-13T15:45:00-05:00,10362.36078085,1443.34000000,771.25536976,9591.10541110,6136.56985890,211.09000000,3243.44555220,0.1083388894,0.1250000000,1,0,6.64658901
2025-11-14T09:30:00-05:00,10350.05582350,1443.34000000,763.37587767,9586.67994583,6347.54085107,0.00000000,3239.13909476,0.1073526673,0.1250000000,0,4,0.00000000
2025-11-14T09:45:00-05:00,10447.65983650,1443.34000000,766.52990035,9681.12993615,229.26593591,6219.37500000,3232.48900024,0.1062386349,0.1250000000,1,3,210.26956122
2025-11-14T10:00:00-05:00,10353.92139178,1443.34000000,765.02300313,9588.89838865,0.36438841,6356.04500000,3232.48900024,0.1074254393,0.1250000000,3,0,226.41490877
2025-11-14T10:15:00-05:00,10423.63869831,1443.34000000,767.80530966,9655.83338865,0.36438841,6422.98000000,3232.48900024,0.1067708700,0.1250000000,3,0,226.41490877
2025-11-14T10:30:00-05:00,10481.50324526,1443.34000000,769.57485661,9711.92838865,0.36438841,6479.07500000,3232.48900024,0.1061626906,0.1250000000,3,0,226.41490877
2025-11-14T10:45:00-05:00,10579.05954353,1443.34000000,770.03115488,9809.02838865,0.36438841,6576.17500000,3232.48900024,0.1048150495,0.1250000000,3,1,226.41490877
2025-11-14T11:00:00-05:00,10534.13325127,1443.34000000,769.91986262,9764.21338865,0.36438841,6531.36000000,3232.48900024,0.1054447240,0.1250000000,3,1,226.41490877
2025-11-14T11:15:00-05:00,10608.02307388,1443.34000000,771.03278523,9836.99028865,0.36438841,6604.13690000,3232.48900024,0.1045392479,0.1250000000,3,1,0.26978881
2025-11-14T11:30:00-05:00,10588.22246614,1443.34000000,771.14407749,9817.07838865,0.36438841,6584.22500000,3232.48900024,0.1048357830,0.1250000000,3,0,0.26978881
2025-11-14T11:45:00-05:00,10614.11854946,1443.34000000,771.29766081,9842.82088865,0.36438841,6609.96750000,3232.48900024,0.1044888064,0.1250000000,3,0,0.26978881
2025-11-14T12:00:00-05:00,10609.34928613,1443.34000000,771.92089748,9837.42838865,0.36438841,6604.57500000,3232.48900024,0.1046408455,0.1250000000,3,0,0.26978881
2025-11-14T12:15:00-05:00,10625.88916900,1443.34000000,771.67828035,9854.21088865,0.36438841,6621.35750000,3232.48900024,0.1043739366,0.1250000000,3,0,0.26978881
2025-11-14T12:30:00-05:00,10610.50144751,1443.34000000,771.55585886,9838.94558865,0.36438841,6606.09220000,3232.48900024,0.1045750281,0.1250000000,3,0,0.26978881
2025-11-14T12:45:00-05:00,10577.12691783,1443.34000000,771.14852918,9805.97838865,0.36438841,6573.12500000,3232.48900024,0.1049947646,0.1250000000,3,0,0.26978881
2025-11-14T13:00:00-05:00,10576.30674683,1443.34000000,771.47795428,9804.82879255,17.31929366,6555.12500000,3232.38449889,0.1050498532,0.1250000000,2,0,0.00000000
2025-11-14T13:15:00-05:00,10542.95426012,1443.34000000,771.31546758,9771.63879255,17.31929366,6521.93500000,3232.38449889,0.1055068884,0.1250000000,2,1,0.00000000
2025-11-14T13:30:00-05:00,10487.41253195,1443.34000000,770.25373940,9717.15879255,17.31929366,6467.45500000,3232.38449889,0.1061682651,0.1250000000,2,0,0.00000000
2025-11-14T13:45:00-05:00,10519.91035674,1443.34000000,771.30656420,9748.60379255,17.31929366,6498.90000000,3232.38449889,0.1058392902,0.1250000000,2,0,0.00000000
2025-11-14T14:00:00-05:00,10487.06347004,1443.34000000,771.14407749,9715.91939255,17.31929366,6466.21560000,3232.38449889,0.1062960995,0.1250000000,2,0,0.00000000
2025-11-14T14:15:00-05:00,10504.88191587,1443.34000000,771.92312332,9732.95879255,17.31929366,6483.25500000,3232.38449889,0.1061427841,0.1250000000,2,0,0.00000000
2025-11-14T14:30:00-05:00,10499.92683135,1443.34000000,771.70053880,9728.22629255,17.31929366,6478.52250000,3232.38449889,0.1061845261,0.1250000000,2,0,0.00000000
2025-11-14T14:45:00-05:00,10522.12449438,1443.34000000,771.80070183,9750.32379255,17.31929366,6500.62000000,3232.38449889,0.1058749286,0.1250000000,2,0,0.00000000
2025-11-14T15:00:00-05:00,10525.82413571,1443.34000000,771.58034316,9754.24379255,17.31929366,6504.54000000,3232.38449889,0.1057910097,0.1250000000,2,0,0.00000000
2025-11-14T15:15:00-05:00,10495.96690986,1443.34000000,771.57811731,9724.38879255,17.31929366,6474.68500000,3232.38449889,0.1062255611,0.1250000000,2,0,0.00000000
2025-11-14T15:30:00-05:00,10480.76850546,1443.34000000,771.47795428,9709.29055118,6197.54951067,236.32000000,3275.42104052,0.1070701945,0.1250000000,1,0,0.00000000
2025-11-14T15:45:00-05:00,10479.95367451,1443.34000000,771.92312332,9708.03055118,6197.54951067,235.06000000,3275.42104052,0.1071440942,0.1250000000,1,0,0.00000000
2025-11-17T09:30:00-05:00,10469.00885045,1443.34000000,773.81509176,9695.19375868,6415.90455317,0.00000000,3279.28920552,0.1076279925,0.1250000000,0,4,0.00000000
2025-11-17T09:45:00-05:00,10424.22004407,1443.34000000,775.03930663,9649.18073743,0.40153192,6369.49000000,3279.28920552,0.1084740110,0.1250000000,2,0,204.60939492
2025-11-17T10:00:00-05:00,10495.84520893,1443.34000000,773.25640461,9722.58880432,135.40551436,6307.29000000,3279.89328995,0.1071593067,0.1250000000,1,0,204.60939492
2025-11-17T10:15:00-05:00,10329.03035138,1443.34000000,774.02654706,9555.00380432,135.40551436,6139.70500000,3279.89328995,0.1098044399,0.1250000000,1,0,204.60939492
2025-11-17T10:30:00-05:00,10261.14055071,1443.34000000,773.48121498,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1095793688,0.1250000000,0,0,0.00000000
2025-11-17T10:45:00-05:00,10259.93859429,1443.34000000,772.27925856,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1094277207,0.1250000000,0,0,0.00000000
2025-11-17T11:00:00-05:00,10257.57919835,1443.34000000,769.91986262,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1091298909,0.1250000000,0,0,0.00000000
2025-11-17T11:15:00-05:00,10259.80504357,1443.34000000,772.14570784,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1094108677,0.1250000000,0,0,0.00000000
2025-11-17T11:30:00-05:00,10261.88843470,1443.34000000,774.22909897,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1096737015,0.1250000000,0,0,0.00000000
2025-11-17T11:45:00-05:00,10263.58898045,1443.34000000,775.92964472,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1098881218,0.1250000000,0,0,0.00000000
2025-11-17T12:00:00-05:00,10262.92122689,1443.34000000,775.26189116,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1098039377,0.1250000000,0,0,0.00000000
2025-11-17T12:15:00-05:00,10262.02643711,1443.34000000,774.36710138,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1096911060,0.1250000000,0,0,0.00000000
2025-11-17T12:30:00-05:00,10260.69538166,1443.34000000,773.03604593,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1095232088,0.1250000000,0,0,0.00000000
2025-11-17T12:45:00-05:00,10258.13565966,1443.34000000,770.47632393,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1092001517,0.1250000000,0,0,0.00000000
2025-11-17T13:00:00-05:00,10257.57919835,1443.34000000,769.91986262,9487.65933573,6285.15786670,0.00000000,3202.50146903,0.1091298909,0.1250000000,0,1,0.00000000
2025-11-17T13:15:00-05:00,10250.20203812,1443.34000000,769.56372739,9480.63831073,145.85684170,6132.28000000,3202.50146903,0.1091935901,0.1250000000,1,0,292.31052162
2025-11-17T13:30:00-05:00,10252.75558883,1443.34000000,769.69727810,9483.05831073,145.85684170,6134.70000000,3202.50146903,0.1091729837,0.1250000000,1,0,292.31052162
2025-11-17T13:45:00-05:00,10351.72457456,1443.34000000,767.02626383,9584.69831073,145.85684170,6236.34000000,3202.50146903,0.1072880581,0.1250000000,1,0,292.31052162
2025-11-17T14:00:00-05:00,10346.21682099,1443.34000000,766.35851026,9579.85831073,145.85684170,6231.50000000,3202.50146903,0.1072773021,0.1250000000,1,0,292.31052162
2025-11-17T14:15:00-05:00,10354.01906743,1443.34000000,765.69075670,9588.32831073,145.85684170,6239.97000000,3202.50146903,0.1070668912,0.1250000000,1,0,292.31052162
2025-11-17T14:30:00-05:00,10421.98265255,1443.34000000,764.46654183,9657.51611073,145.85684170,6309.15780000,3202.50146903,0.1058894015,0.1250000000,1,0,292.31052162
2025-11-17T14:45:00-05:00,10447.03006864,1443.34000000,762.79715791,9684.23291073,145.85684170,6335.87460000,3202.50146903,0.1052928631,0.1250000000,1,0,292.31052162
2025-11-17T15:00:00-05:00,10448.28846864,1443.34000000,762.79715791,9685.49131073,145.85684170,6337.13300000,3202.50146903,0.1052745765,0.1250000000,1,1,292.31052162
2025-11-17T15:15:00-05:00,10420.79210293,1443.34000000,763.68749600,9657.10460693,0.00913790,6454.59400000,3202.50146903,0.1057989398,0.1250000000,2,0,298.93694392
2025-11-17T15:30:00-05:00,10443.03310293,1443.34000000,763.68749600,9679.34560693,0.00913790,6476.83500000,3202.50146903,0.1054739534,0.1250000000,2,0,298.93694392
